stepID	filename	nameNew	riseOrig	l2Orig	h2Orig	riseNew	h2New	diffRise
275	nelli_ch	nelli_ch_rise_11_737	13.112	161.369	344.153	11.737	317.877	1.375
276	nelli_ch	nelli_ch_rise_11_732	13.112	161.369	344.153	11.732	317.785	1.38
277	nelli_ch	nelli_ch_rise_11_727	13.112	161.369	344.153	11.727	317.693	1.385
278	nelli_ch	nelli_ch_rise_11_722	13.112	161.369	344.153	11.722	317.602	1.39
279	nelli_ch	nelli_ch_rise_11_717	13.112	161.369	344.153	11.717	317.51	1.395
280	nelli_ch	nelli_ch_rise_11_712	13.112	161.369	344.153	11.712	317.418	1.4
281	nelli_ch	nelli_ch_rise_11_707	13.112	161.369	344.153	11.707	317.327	1.405
282	nelli_ch	nelli_ch_rise_11_702	13.112	161.369	344.153	11.702	317.235	1.41
283	nelli_ch	nelli_ch_rise_11_697	13.112	161.369	344.153	11.697	317.143	1.415
284	nelli_ch	nelli_ch_rise_11_692	13.112	161.369	344.153	11.692	317.052	1.42
285	nelli_ch	nelli_ch_rise_11_687	13.112	161.369	344.153	11.687	316.96	1.425
286	nelli_ch	nelli_ch_rise_11_682	13.112	161.369	344.153	11.682	316.869	1.43
287	nelli_ch	nelli_ch_rise_11_677	13.112	161.369	344.153	11.677	316.777	1.435
288	nelli_ch	nelli_ch_rise_11_672	13.112	161.369	344.153	11.672	316.686	1.44
289	nelli_ch	nelli_ch_rise_11_667	13.112	161.369	344.153	11.667	316.594	1.445
290	nelli_ch	nelli_ch_rise_11_662	13.112	161.369	344.153	11.662	316.503	1.45
291	nelli_ch	nelli_ch_rise_11_657	13.112	161.369	344.153	11.657	316.412	1.455
292	nelli_ch	nelli_ch_rise_11_652	13.112	161.369	344.153	11.652	316.32	1.46
